,community,id,members,attendAsembly,memOrg,income,monthInstall,primaryEd,secondaryEd,owner,yearsInHome,control,treatNoBonus,treatBonus,waterScarce,waterOK,houseType,age,numShowers,numSinks,numKitchen,showerTime,showerFreq,sinkTime,sinkFreq,kitchenTime,maxInstall,numInstalled,cleanShower,cleanKitchen,cleanSink,leaks,savings,sameFamily,totalDisadopt,partialDisadopt,noDisadopt,meanUsage,perCapitaUsage,kitchenExpectation,sinkExpectation,showerExpectation,cleanSum
956,36.0,36178.0,2.0,0.0,1.0,3.0,7.0,1.0,0.0,1.0,32.0,0.0,0.0,1.0,0.0,1.0,1.0,79.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1,9.140350877192983,4.5701754385964914,9.0,,9.0,2.0
960,36.0,36182.0,7.0,1.0,0.0,4.0,7.0,0.0,0.0,1.0,43.0,0.0,0.0,1.0,0.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,29.614035087719298,4.230576441102757,5.0,4.7,8.0,3.0
962,36.0,36184.0,4.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,2.0,42.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,27.771929824561404,6.942982456140351,2.1,2.2,3.7,3.0
963,36.0,36185.0,9.0,0.0,0.0,,7.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,35.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0,65.08771929824562,7.23196881091618,,,4.0,1.0
966,36.0,36188.0,2.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,0.0,1.0,1.0,19.0,0.0,1.0,0.0,,,3.0,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1,39.59649122807018,19.79824561403509,,5.1,,1.0
968,36.0,36190.0,4.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0833333358168602,0.0,1.0,0.0,0.0,1.0,3.0,28.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1,16.57894736842105,4.144736842105263,7.5,7.3999999999999995,8.3,3.0
970,36.0,36192.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,40.0,0.0,1.0,0.0,0.0,1.0,2.0,62.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,36.19298245614035,9.048245614035087,4.0,4.0,2.2,3.0
971,36.0,36193.0,4.0,0.0,0.0,,6.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,34.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,22.263157894736842,5.565789473684211,4.0,4.0,3.4,3.0
972,36.0,36194.0,4.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,0.4166666567325592,0.0,0.0,1.0,0.0,1.0,1.0,33.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,8.789473684210526,2.1973684210526314,,,2.3,1.0
973,36.0,36195.0,2.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,73.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,25.45614035087719,12.728070175438596,,,2.8,1.0
974,36.0,36196.0,4.0,1.0,0.0,,6.0,1.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,55.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,85.89473684210526,21.473684210526315,2.0,,2.0,2.0
975,36.0,36197.0,3.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,42.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0,28.12280701754386,9.374269005847953,4.0,,4.300000000000001,2.0
978,36.0,36200.0,6.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,28.0,0.0,0.0,1.0,0.0,1.0,1.0,57.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1,44.85964912280702,7.476608187134503,,6.0,6.0,2.0
979,36.0,36201.0,3.0,1.0,0.0,,6.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,55.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,22.45614035087719,7.485380116959064,4.0,,3.5,2.0
980,36.0,36202.0,3.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,36.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0,24.666666666666668,8.222222222222223,,3.7,3.7,2.0
981,36.0,36203.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,76.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0,83.78947368421052,20.94736842105263,2.2,,2.0,2.0
985,36.0,36207.0,7.0,1.0,1.0,,6.0,1.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,1.0,1.0,57.0,0.0,1.0,1.0,,,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,48.6140350877193,6.9448621553884715,3.2,3.2,,2.0
988,36.0,36210.0,2.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,68.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1,39.63157894736842,19.81578947368421,3.0,,3.0,0.0
990,36.0,36212.0,5.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,1.0,1.0,71.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,41.473684210526315,8.294736842105262,4.300000000000001,4.300000000000001,4.300000000000001,3.0
991,36.0,36213.0,1.0,1.0,0.0,,7.0,1.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,55.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,28.912280701754387,28.912280701754387,2.0,,2.0,2.0
992,36.0,36214.0,4.0,0.0,0.0,3.0,7.0,1.0,1.0,1.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,52.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,0,34.07017543859649,8.517543859649123,5.5,5.5,2.0,3.0
998,36.0,36220.0,6.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,72.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1,44.91228070175438,7.485380116959064,3.0,,3.0,2.0
1004,36.0,36226.0,5.0,1.0,1.0,,7.0,1.0,0.0,1.0,31.0,0.0,1.0,0.0,0.0,1.0,1.0,62.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1,83.24561403508773,16.649122807017545,3.0,3.0,4.0,3.0
1005,36.0,36227.0,5.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,22.0,0.0,0.0,1.0,0.0,1.0,1.0,39.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,0,43.421052631578945,8.68421052631579,3.4,,2.8,1.0
1006,36.0,36228.0,8.0,1.0,0.0,,7.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,1.0,1.0,24.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0,55.14035087719298,6.892543859649122,3.0,,4.2,2.0
1007,36.0,36229.0,6.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,35.0,0.0,1.0,0.0,0.0,1.0,1.0,56.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0,47.0,7.833333333333333,3.0,,5.0,2.0
1010,36.0,36233.0,2.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,76.0,1.0,0.0,1.0,,,,,,2.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0,11.31578947368421,5.657894736842105,,,,0.0
1011,36.0,36234.0,5.0,0.0,0.0,,7.0,1.0,0.0,1.0,28.0,0.0,0.0,1.0,0.0,1.0,1.0,47.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1,31.035087719298247,6.207017543859649,3.0,,4.7,2.0
1012,36.0,36235.0,3.0,0.0,0.0,3.0,7.0,1.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,21.50877192982456,7.169590643274854,4.0,,4.0,2.0
1019,36.0,36242.0,2.0,0.0,0.0,,7.0,1.0,1.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,66.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,29.82456140350877,14.912280701754385,3.0,3.0,3.4000000000000004,3.0
1022,36.0,36245.0,5.0,0.0,0.0,,7.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,60.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0,36.719298245614034,7.343859649122807,2.0,,2.7,2.0
1024,36.0,36247.0,5.0,1.0,0.0,2.0,7.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,39.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,28.473684210526315,5.694736842105263,,,4.4,0.0
1025,36.0,36248.0,4.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,26.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,22.666666666666668,5.666666666666667,5.0,,4.6,0.0
1028,36.0,36251.0,2.0,1.0,0.0,,7.0,1.0,0.0,1.0,34.0,0.0,1.0,0.0,0.0,1.0,1.0,57.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,25.719298245614034,12.859649122807017,9.0,,9.0,2.0
1029,36.0,36252.0,3.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,22.736842105263158,7.578947368421052,2.0,2.0,4.800000000000001,3.0
1030,36.0,36253.0,2.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,35.0,0.0,1.0,0.0,0.0,1.0,1.0,56.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,23.70175438596491,11.850877192982455,5.2,5.2,5.2,3.0
1032,36.0,36255.0,5.0,1.0,0.0,2.0,7.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,82.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,0,35.43859649122807,7.087719298245614,2.0,2.0,4.0,3.0
1033,36.0,36256.0,7.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,33.0,0.0,1.0,0.0,0.0,1.0,1.0,34.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,40.54385964912281,5.791979949874687,,,2.0,1.0
1034,36.0,36258.0,6.0,1.0,0.0,3.0,7.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,35.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0,34.43859649122807,5.739766081871345,,,2.8,0.0
1040,36.0,36264.0,3.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,2.0,70.0,0.0,1.0,1.0,,,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,24.63157894736842,8.210526315789474,4.0,4.0,,2.0
1043,36.0,36267.0,2.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,68.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1,31.56140350877193,15.780701754385966,,4.0,4.0,2.0
1044,36.0,36268.0,7.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,1.0,2.0,46.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0,66.43859649122807,9.491228070175438,5.0,5.0,5.0,3.0
1046,36.0,36270.0,3.0,0.0,0.0,3.0,7.0,1.0,1.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,3.0,29.0,1.0,1.0,0.0,,,,,,2.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,7.2105263157894735,2.4035087719298245,,,,0.0
1047,36.0,36271.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,74.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1,11.070175438596491,11.070175438596491,,4.0,4.0,2.0
1051,36.0,36275.0,5.0,0.0,0.0,3.0,7.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,39.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,0,23.07017543859649,4.614035087719298,4.0,3.0,4.0,3.0
1054,36.0,36278.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,74.0,0.0,1.0,0.0,0.0,1.0,1.0,87.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,62.64912280701754,20.883040935672515,9.0,9.0,9.0,3.0
1056,36.0,36280.0,5.0,0.0,0.0,5.0,6.0,1.0,0.0,1.0,27.0,0.0,0.0,1.0,0.0,1.0,1.0,57.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,,3.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0,45.21052631578947,9.042105263157895,,3.0,2.0,2.0
1060,36.0,36284.0,3.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,26.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,7.649122807017544,2.5497076023391814,,,2.4000000000000004,1.0
1064,36.0,36288.0,9.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,61.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1,36.01754385964912,4.0019493177387915,,,3.0,1.0
1067,36.0,36291.0,7.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,53.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1,40.91228070175438,5.844611528822055,,,9.0,1.0
1068,36.0,36292.0,2.0,0.0,1.0,5.0,7.0,1.0,1.0,1.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,66.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,24.19298245614035,12.096491228070175,3.4,3.4,3.4,3.0
1069,36.0,36293.0,2.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,35.0,0.0,0.0,1.0,0.0,1.0,1.0,76.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0,21.789473684210527,10.894736842105264,,,9.0,1.0
1070,36.0,36294.0,6.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,51.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0,44.333333333333336,7.388888888888889,5.199999999999999,,5.199999999999999,0.0
1072,36.0,36296.0,5.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,23.894736842105264,4.778947368421052,2.0,5.5,2.0,3.0
1074,36.0,36298.0,5.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,58.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1,44.771929824561404,8.95438596491228,4.6,4.6,4.6,3.0
1077,36.0,36301.0,2.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,67.0,1.0,0.0,1.0,2.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1,25.105263157894736,12.552631578947368,9.0,,9.0,2.0
1079,36.0,36303.0,6.0,1.0,0.0,5.0,7.0,1.0,1.0,1.0,26.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0,28.45614035087719,4.742690058479532,4.0,4.0,4.0,0.0
1080,36.0,36304.0,3.0,1.0,1.0,4.0,7.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,40.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,15.157894736842104,5.052631578947368,9.0,9.0,9.0,0.0
1085,36.0,36309.0,5.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,50.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1,11.666666666666666,2.333333333333333,7.0,,8.399999999999999,2.0
1086,36.0,36310.0,6.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,28.912280701754387,4.818713450292398,4.1,3.7,2.9000000000000004,3.0
1087,36.0,36311.0,3.0,0.0,0.0,4.0,7.0,1.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,51.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0,15.24561403508772,5.081871345029239,2.0,3.5,4.5,3.0
1088,36.0,36312.0,4.0,0.0,1.0,4.0,7.0,1.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0,23.05263157894737,5.7631578947368425,2.0,,2.0,2.0
1091,36.0,36315.0,4.0,0.0,1.0,5.0,7.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,2.0,42.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,14.578947368421053,3.6447368421052633,2.5,5.5,5.5,3.0
1093,36.0,36317.0,4.0,1.0,0.0,3.0,7.0,1.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,14.333333333333334,3.5833333333333335,5.4,5.4,5.0,3.0
1102,36.0,36326.0,4.0,1.0,0.0,5.0,7.0,1.0,1.0,1.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,46.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,28.54385964912281,7.135964912280702,5.5,9.0,9.0,3.0
1103,36.0,36327.0,3.0,1.0,0.0,3.0,7.0,1.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,47.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,18.07017543859649,6.023391812865497,2.3,6.3,3.6000000000000005,3.0
1104,36.0,36328.0,3.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,28.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1,12.052631578947368,4.017543859649122,,8.3,8.3,2.0
1107,36.0,36331.0,5.0,1.0,0.0,4.0,7.0,0.0,0.0,1.0,45.0,0.0,1.0,0.0,0.0,1.0,1.0,76.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,31.63157894736842,6.326315789473684,5.0,,5.0,2.0
1108,36.0,36332.0,4.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,1.0,1.0,49.0,0.0,1.0,1.0,,,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0,46.64912280701754,11.662280701754385,2.0,2.0,,2.0
1109,36.0,36333.0,5.0,1.0,0.0,2.0,7.0,1.0,0.0,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,60.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1,19.82456140350877,3.9649122807017543,,2.5,2.0,2.0
1110,36.0,36334.0,1.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,40.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,12.263157894736842,12.263157894736842,2.0,2.0,2.0,3.0
1113,36.0,36337.0,3.0,0.0,0.0,3.0,7.0,1.0,1.0,1.0,18.0,0.0,0.0,1.0,0.0,1.0,1.0,43.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,21.29824561403509,7.099415204678363,9.0,9.0,9.0,1.0
1116,36.0,36340.0,5.0,0.0,0.0,4.0,7.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,38.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0,42.63157894736842,8.526315789473683,,,8.7,1.0
1127,36.0,36351.0,4.0,1.0,0.0,,7.0,1.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,23.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,0,35.473684210526315,8.868421052631579,5.0,,4.2,2.0
1129,36.0,36353.0,5.0,1.0,0.0,4.0,7.0,1.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,43.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,37.31578947368421,7.463157894736843,4.0,,4.0,2.0
1131,36.0,36355.0,1.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,1.0,1.0,78.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1,8.491228070175438,8.491228070175438,,9.0,9.0,2.0
1134,36.0,36358.0,3.0,1.0,1.0,2.0,7.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,0.0,1.0,1.0,76.0,1.0,0.0,1.0,3.0,2.0,,,2.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,21.964912280701753,7.321637426900584,5.0,,5.0,2.0
1137,36.0,36361.0,5.0,1.0,0.0,4.0,7.0,0.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,1.0,1.0,65.0,1.0,0.0,1.0,2.0,3.0,,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0,51.29824561403509,10.259649122807017,5.800000000000001,,6.9,0.0
